Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom,Alarm,Comment
lab1_0229/trial-01-0009/0002,"{""field"": ""[\""spec\"", \""backup\"", \""retentionPeriod\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0009/0003,"{""field"": ""[\""spec\"", \""backup\"", \""retentionPeriod\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0009/0004,"{""field"": ""[\""spec\"", \""backup\"", \""retentionPeriod\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0009/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""monitor\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0009/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""monitor\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0010/0000,{},,,,,None,,,
lab1_0229/trial-01-0010/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0010/0002,"{""field"": ""[\""spec\"", \""tenancy\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0010/0003,"{""field"": ""[\""spec\"", \""tenancy\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0010/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0010/0005,"{""field"": ""[\""spec\"", \""tenancy\""]"", ""testcase"": ""SharedNode""}",,,,,None,,,
lab1_0229/trial-01-0010/0006,"{""field"": ""[\""spec\"", \""tenancy\""]"", ""testcase"": ""DedicatedNode""}",,,,,None,,,
lab1_0229/trial-01-0010/0007,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\""]"", ""testcase"": ""object-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.sessionAffinity: Unsupported value: ""ACTOKEY"": supported values: ""ClientIP"", ""None"", spec.ipFamilyPolicy: Unsupported value: ""ACTOKEY"": supported values: ""PreferDualStack"", ""RequireDualStack"", ""SingleStack"", spec.clusterIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff), spec.clusterIPs[1]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff), spec.clusterIPs[2]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff), spec.clusterIPs: Invalid value: []string{""ACTOKEY"", ""ACTOKEY"", ""ACTOKEY""}: may only hold up to 2 values, spec.externalIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff), spec.externalIPs[1]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff), spec.externalIPs[2]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff), spec.type: Unsupported value: ""ACTOKEY"": supported values: ""ClusterIP"", ""ExternalName"", ""LoadBalancer"", ""NodePort"", spec.LoadBalancerSourceRanges: Forbidden: may only be used when `type` is \'LoadBalancer\', spec.LoadBalancerSourceRanges: Invalid value: ""[ACTOKEY]"": must be a list of IP ranges. For example, 10.240.0.0/24,10.250.0.0/24 , spec.allocateLoadBalancerNodePorts: Forbidden: may only be used when `type` is \'LoadBalancer\', spec.loadBalancerClass: Forbidden: may only be used when `type` is \'LoadBalancer\', spec.externalTrafficPolicy: Invalid value: ""ACTOKEY"": ExternalTrafficPolicy must be empty, Cluster or Local, spec.internalTrafficPolicy: Unsupported value: ""ACTOKEY"": supported values: ""Cluster"", ""Local""]' responsible_property=[]",None,,,
lab1_0229/trial-01-0010/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0010/0009,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\""]"", ""testcase"": ""object-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0010/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0011/0000,{},,,,,None,,,
lab1_0229/trial-01-0011/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0011/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0011/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0011/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0]"", ""testcase"": ""object-empty""}",,,,,None,,,
lab1_0229/trial-01-0011/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0011/0006,"{""field"": ""[\""spec\"", \""monitor\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0011/0007,"{""field"": ""[\""spec\"", \""monitor\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0012/0000,{},,,,,None,,,
lab1_0229/trial-01-0012/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster-test-cluster-ACTOKEY"" is invalid: metadata.name: Invalid value: ""test-cluster-test-cluster-ACTOKEY"": a DNS-1035 label must consist of lower case alphanumeric characters or \'-\', start with an alphabetic character, and end with an alphanumeric character (e.g. \'my-name\',  or \'abc-123\', regex used for validation is \'[a-z]([-a-z0-9]*[a-z0-9])?\')' responsible_property=[]",None,,,
lab1_0229/trial-01-0012/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0012/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""name\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster-test-cluster-ACTOKEY"" is invalid: metadata.name: Invalid value: ""test-cluster-test-cluster-ACTOKEY"": a DNS-1035 label must consist of lower case alphanumeric characters or \'-\', start with an alphabetic character, and end with an alphanumeric character (e.g. \'my-name\',  or \'abc-123\', regex used for validation is \'[a-z]([-a-z0-9]*[a-z0-9])?\')' responsible_property=[]",None,,,
lab1_0229/trial-01-0012/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0012/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""name\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0012/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""requests\"", \""ACTOKEY\""]"", ""testcase"": ""number-deletion""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr=2, path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0013/0000,{},,,,,None,,,
lab1_0229/trial-01-0013/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""requests\"", \""ACTOKEY\""]"", ""testcase"": ""number-change""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr=2, path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0014/0000,{},,,,,None,,,
lab1_0229/trial-01-0014/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""requests\"", \""ACTOKEY\""]"", ""testcase"": ""string-deletion""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr='.22Gi', path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0015/0000,{},,,,,None,,,
lab1_0229/trial-01-0015/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""requests\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr='+44667028.323Mi', path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0016/0000,{},,,,,None,,,
lab1_0229/trial-01-0016/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""clusterIPs\""]"", ""testcase"": ""array-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.clusterIPs: Invalid value: []string{""ACTOKEY""}: must be empty when clusterIP is empty, spec.clusterIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-01-0016/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0016/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""clusterIPs\""]"", ""testcase"": ""array-push""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.clusterIPs: Invalid value: []string{""ACTOKEY""}: must be empty when clusterIP is empty, spec.clusterIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-01-0016/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0017/0000,{},,,,,None,,,
lab1_0229/trial-01-0017/0001,"{""field"": ""[\""spec\"", \""network\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0017/0002,"{""field"": ""[\""spec\"", \""network\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0017/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0017/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0017/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0]"", ""testcase"": ""object-empty""}",,,,,None,,,
lab1_0229/trial-01-0017/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0017/0007,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\""]"", ""testcase"": ""array-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster-test-cluster-ACTOKEY"" is invalid: metadata.name: Invalid value: ""test-cluster-test-cluster-ACTOKEY"": a DNS-1035 label must consist of lower case alphanumeric characters or \'-\', start with an alphabetic character, and end with an alphanumeric character (e.g. \'my-name\',  or \'abc-123\', regex used for validation is \'[a-z]([-a-z0-9]*[a-z0-9])?\')' responsible_property=[]",None,,,
lab1_0229/trial-01-0017/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0017/0009,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\""]"", ""testcase"": ""array-push""}",,,,"message='Invalid input determined from status message: Service ""test-cluster-test-cluster-ACTOKEY"" is invalid: metadata.name: Invalid value: ""test-cluster-test-cluster-ACTOKEY"": a DNS-1035 label must consist of lower case alphanumeric characters or \'-\', start with an alphabetic character, and end with an alphanumeric character (e.g. \'my-name\',  or \'abc-123\', regex used for validation is \'[a-z]([-a-z0-9]*[a-z0-9])?\')' responsible_property=[]",None,,,
lab1_0229/trial-01-0017/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0018/0000,{},,,,,None,,,
lab1_0229/trial-01-0018/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\""]"", ""testcase"": ""array-pop""}",,,,"message='Invalid input determined from status message: Service ""test-cluster-test-cluster-ACTOKEY"" is invalid: metadata.name: Invalid value: ""test-cluster-test-cluster-ACTOKEY"": a DNS-1035 label must consist of lower case alphanumeric characters or \'-\', start with an alphabetic character, and end with an alphanumeric character (e.g. \'my-name\',  or \'abc-123\', regex used for validation is \'[a-z]([-a-z0-9]*[a-z0-9])?\')' responsible_property=[]",None,,,
lab1_0229/trial-01-0018/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0018/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\""]"", ""testcase"": ""array-empty""}",,,,,None,,,
lab1_0229/trial-01-0018/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""enabledLogs\"", 0]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0018/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""enabledLogs\"", 0]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0019/0000,{},,,,,None,,,
lab1_0229/trial-01-0019/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""name\""]"", ""testcase"": ""UserProvided""}",,,,,None,,,
lab1_0229/trial-01-0019/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""subPath\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0020/0000,{},,,,,None,,,
lab1_0229/trial-01-0020/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""subPath\""]"", ""testcase"": ""string-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0021/0000,{},,,,,None,,,
lab1_0229/trial-01-0021/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""subPath\""]"", ""testcase"": ""string-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0022/0000,{},,,,,None,,,
lab1_0229/trial-01-0022/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0022/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0022/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0022/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""items\"", 0, \""key\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0023/0000,{},,,,,None,,,
lab1_0229/trial-01-0023/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""items\"", 0, \""key\""]"", ""testcase"": ""string-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0024/0000,{},,,,,None,,,
lab1_0229/trial-01-0025/0000,{},,,,,None,,,
lab1_0229/trial-01-0025/0001,"{""field"": ""[\""spec\"", \""affinity\"", \""nodeLabels\"", \""ACTOKEY\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]\npod: test-cluster-redis-0',,,None,,,
lab1_0229/trial-01-0026/0000,{},,,,,None,,,
lab1_0229/trial-01-0026/0001,"{""field"": ""[\""spec\"", \""affinity\"", \""nodeLabels\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]\npod: test-cluster-redis-0',,,None,,,
lab1_0229/trial-01-0027/0000,{},,,,,None,,,
lab1_0229/trial-01-0027/0001,"{""field"": ""[\""spec\"", \""affinity\"", \""nodeLabels\"", \""ACTOKEY\""]"", ""testcase"": ""string-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]\npod: test-cluster-redis-0',,,None,,,
lab1_0229/trial-01-0028/0000,{},,,,,None,,,
lab1_0229/trial-01-0028/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0028/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""name\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0028/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""name\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0028/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""ca\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0028/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""ca\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0028/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""ca\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0028/0007,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""ca\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0028/0008,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""items\"", 0, \""key\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0029/0000,{},,,,,None,,,
lab1_0229/trial-01-0030/0000,{},,,,,None,,,
lab1_0229/trial-01-0030/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""limits\"", \""ACTOKEY\""]"", ""testcase"": ""number-deletion""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr=3, path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""limits"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0031/0000,{},,,,,None,,,
lab1_0229/trial-01-0031/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""limits\"", \""ACTOKEY\""]"", ""testcase"": ""number-change""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr=2, path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""limits"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0032/0000,{},,,,,None,,,
lab1_0229/trial-01-0032/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""limits\"", \""ACTOKEY\""]"", ""testcase"": ""string-deletion""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr='.782652859', path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""limits"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0033/0000,{},,,,,None,,,
lab1_0229/trial-01-0033/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""limits\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr='-49260', path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""limits"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0034/0000,{},,,,,None,,,
lab1_0229/trial-01-0034/0001,"{""field"": ""[\""spec\"", \""tolerations\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0034/0002,"{""field"": ""[\""spec\"", \""tolerations\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0034/0003,"{""field"": ""[\""spec\"", \""tolerations\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0034/0004,"{""field"": ""[\""spec\"", \""tolerations\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0034/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0034/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0034/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0035/0000,{},,,,,None,,,
lab1_0229/trial-01-0035/0001,"{""field"": ""[\""spec\"", \""affinity\"", \""nodeLabels\""]"", ""testcase"": ""object-empty""}",,,,,None,,,
lab1_0229/trial-01-0035/0002,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""sessionAffinity\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.sessionAffinity: Unsupported value: ""ACTOKEY"": supported values: ""ClientIP"", ""None""]' responsible_property=[]",None,,,
lab1_0229/trial-01-0035/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0035/0004,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""sessionAffinity\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.sessionAffinity: Unsupported value: ""ACTOKEY"": supported values: ""ClientIP"", ""None""]' responsible_property=[]",None,,,
lab1_0229/trial-01-0035/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0035/0006,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""sessionAffinity\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0035/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0036/0000,{},,,,,None,,,
lab1_0229/trial-01-0036/0001,"{""field"": ""[\""spec\"", \""resources\"", \""cpu\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0036/0002,"{""field"": ""[\""spec\"", \""resources\"", \""cpu\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0036/0003,"{""field"": ""[\""spec\"", \""resources\"", \""cpu\""]"", ""testcase"": ""number-change""}",,,,,None,,,
lab1_0229/trial-01-0036/0004,"{""field"": ""[\""spec\"", \""resources\"", \""cpu\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0036/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0036/0006,"{""field"": ""[\""spec\"", \""resources\"", \""cpu\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0036/0007,"{""field"": ""[\""spec\"", \""resources\"", \""cpu\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0036/0008,"{""field"": ""[\""spec\"", \""resources\"", \""cpu\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0036/0009,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0037/0000,{},,,,,None,,,
lab1_0229/trial-01-0037/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""claims\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0037/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""claims\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0038/0000,{},,,,,None,,,
lab1_0229/trial-01-0038/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""asVolumeFrom\"", 0]"", ""testcase"": ""string-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0039/0000,{},,,,,None,,,
lab1_0229/trial-01-0039/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""asVolumeFrom\"", 0]"", ""testcase"": ""string-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0040/0000,{},,,,,None,,,
lab1_0229/trial-01-0040/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0040/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
