Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom
testrun-2024-01-23-14-44/trial-00-0023/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""value\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0024/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0024/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0024/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0024/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0024/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""0""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0025/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0025/0001,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\""]"", ""testcase"": ""array-pop""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0025/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""quotas\""]"", ""testcase"": ""object-empty""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0025/0003,"{""field"": """", ""testcase"": ""revert""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0025/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""httpPort\""]"", ""testcase"": ""number-deletion""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0025/0005,"{""field"": """", ""testcase"": ""revert""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0025/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""httpPort\""]"", ""testcase"": ""number-change""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]',,,None,
testrun-2024-01-23-14-44/trial-00-0026/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0026/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0026/0002,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0026/0003,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0027/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0027/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0027/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0027/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\""]"", ""testcase"": ""array-pop""}",,message='pod: clickhouse-operator-8697784fc9-nmx86 container [clickhouse-operator] restart_count [6]',,,None,
testrun-2024-01-23-14-44/trial-00-0028/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0028/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\""]"", ""testcase"": ""array-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0028/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""insecure\""]"", ""testcase"": ""string-deletion""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0028/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0028/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""insecure\""]"", ""testcase"": """"}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0028/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0028/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""insecure\""]"", ""testcase"": ""0""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0028/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0028/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""insecure\""]"", ""testcase"": ""1""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0028/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""insecure\""]"", ""testcase"": ""False""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0028/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0029/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0029/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""insecure\""]"", ""testcase"": ""false""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0029/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0029/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""insecure\""]"", ""testcase"": ""True""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""files\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0002,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0003,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0004,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0005,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0006,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0007,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0008,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0000/0009,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\""]"", ""testcase"": ""array-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0001/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0001/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0001/0002,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0001/0003,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\""]"", ""testcase"": ""array-pop""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0002/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0002/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""secure\""]"", ""testcase"": ""Disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0002/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""secure\""]"", ""testcase"": ""disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0002/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""secure\""]"", ""testcase"": ""Enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0002/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""secure\""]"", ""testcase"": ""enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0002/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\""]"", ""testcase"": ""object-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""layout"", ""replicas"", 0, ""shards"", 0, ""templates"", ""clusterServiceTemplate""]",,None,
testrun-2024-01-23-14-44/trial-01-0003/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0003/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0003/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""zone\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0003/0003,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""zone\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0003/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0003/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0003/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""host\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""interserverHTTPPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""interserverHTTPPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""interserverHTTPPort\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0006,"{""field"": ""[\""spec\"", \""defaults\"", \""storageManagement\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0007,"{""field"": ""[\""spec\"", \""defaults\"", \""storageManagement\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0004/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0005/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0005/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0005/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0005/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0005/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0006/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0006/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""interserverHTTPPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0006/0002,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""interserverHTTPPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0006/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0006/0004,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""interserverHTTPPort\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0006/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0006/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0]"", ""testcase"": ""object-deletion""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""zookeeper"", ""nodes"", 0, ""port""]",,None,
testrun-2024-01-23-14-44/trial-01-0006/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0006/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0]"", ""testcase"": ""object-empty""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""zookeeper"", ""nodes"", 0, ""port""]",,None,
testrun-2024-01-23-14-44/trial-01-0006/0009,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0007/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0007/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\""]"", ""testcase"": ""array-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0007/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\""]"", ""testcase"": ""array-push""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""zookeeper"", ""nodes"", 0, ""host""]",,None,
testrun-2024-01-23-14-44/trial-01-0007/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0007/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\""]"", ""testcase"": ""array-pop""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""zookeeper"", ""nodes"", 0, ""port""]",,None,
testrun-2024-01-23-14-44/trial-01-0007/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0007/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0007/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0007/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0008/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-01-0008/0001,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""Disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0008/0002,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0008/0003,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""Enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0008/0004,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0008/0005,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-01-0008/0006,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
